#bytes,#repetitions,t[usec],Mbytes/sec
1,1000,8.04,0.12
2,1000,8.05,0.25
4,1000,8.02,0.50
8,1000,8.05,0.99
16,1000,8.03,1.99
32,1000,8.06,3.97
64,1000,8.08,7.92
128,1000,8.42,15.20
256,1000,8.44,30.32
512,1000,8.46,60.49
1024,1000,9.32,109.89
2048,1000,9.03,226.75
4096,1000,10.53,388.97
8192,1000,11.71,699.45
16384,1000,15.68,1044.92
32768,1000,26.14,1253.58
65536,640,58.56,1119.03
131072,320,81.83,1601.77
262144,160,124.75,2101.35
524288,80,193.46,2710.11
1048576,40,330.89,3168.98
2097152,20,628.87,3334.82
4194304,10,1237.42,3389.55
8388608,5,2453.98,3418.36
16777216,2,5009.51,3349.07
33554432,1,10126.07,3313.67
67108864,1,20337.07,3299.83
134217728,1,40163.67,3341.77
268435456,1,80381.54,3339.52
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.83,0.00
1,1000,7.84,0.13
2,1000,7.86,0.25
4,1000,7.86,0.51
8,1000,7.85,1.02
16,1000,7.88,2.03
32,1000,7.85,4.08
64,1000,7.84,8.16
128,1000,8.20,15.61
256,1000,8.18,31.30
512,1000,8.32,61.57
1024,1000,9.26,110.60
2048,1000,8.84,231.71
4096,1000,10.54,388.74
8192,1000,11.50,712.46
16384,1000,15.68,1044.79
32768,1000,26.61,1231.60
65536,640,58.37,1122.82
131072,320,82.17,1595.08
262144,160,124.05,2113.17
524288,80,194.84,2690.90
1048576,40,332.98,3149.08
2097152,20,628.43,3337.10
4194304,10,1241.56,3378.25
8388608,5,2449.59,3424.50
16777216,2,5024.41,3339.14
33554432,1,10245.25,3275.12
67108864,1,20184.22,3324.82
134217728,1,39940.22,3360.47
268435456,1,81225.63,3304.81
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.63,0.00
1,1000,7.72,0.13
2,1000,7.70,0.26
4,1000,7.69,0.52
8,1000,7.69,1.04
16,1000,7.68,2.08
32,1000,7.72,4.14
64,1000,7.72,8.29
128,1000,8.04,15.93
256,1000,8.06,31.77
512,1000,8.10,63.19
1024,1000,9.12,112.25
2048,1000,8.66,236.48
4096,1000,10.29,397.90
8192,1000,11.19,732.39
16384,1000,15.18,1079.61
32768,1000,25.87,1266.50
65536,640,57.94,1131.03
131072,320,81.11,1616.02
262144,160,123.65,2119.96
524288,80,191.87,2732.58
1048576,40,328.47,3192.32
2097152,20,622.42,3369.37
4194304,10,1227.03,3418.24
8388608,5,2435.24,3444.68
16777216,2,4960.37,3382.25
33554432,1,10095.47,3323.71
67108864,1,20059.75,3345.45
134217728,1,39935.54,3360.86
268435456,1,79639.75,3370.62
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.78,0.00
1,1000,7.83,0.13
2,1000,7.84,0.26
4,1000,7.81,0.51
8,1000,7.83,1.02
16,1000,7.80,2.05
32,1000,7.80,4.10
64,1000,7.81,8.19
128,1000,8.14,15.72
256,1000,8.15,31.41
512,1000,8.26,62.00
1024,1000,9.08,112.74
2048,1000,8.77,233.55
4096,1000,10.25,399.77
8192,1000,11.38,719.69
16384,1000,15.35,1067.21
32768,1000,25.72,1273.96
65536,640,57.07,1148.42
131072,320,81.59,1606.55
262144,160,122.50,2139.89
524288,80,191.48,2738.04
1048576,40,328.56,3191.47
2097152,20,622.15,3370.80
4194304,10,1215.86,3449.65
8388608,5,2421.01,3464.92
16777216,2,4977.65,3370.51
33554432,1,10115.83,3317.02
67108864,1,19994.51,3356.36
134217728,1,40371.77,3324.54
268435456,1,79574.45,3373.39
