#bytes,#repetitions,t[usec],Mbytes/sec
64,1000,0.24,267.34
128,1000,0.33,386.56
256,1000,0.37,684.14
512,1000,0.40,1287.84
1024,1000,0.49,2071.04
2048,1000,0.76,2678.51
4096,1000,1.15,3577.20
8192,1000,1.89,4338.97
16384,1000,2.98,5495.67
32768,1000,4.86,6748.19
65536,640,8.47,7734.66
131072,320,15.36,8531.02
262144,160,12.56,20868.75
524288,80,22.29,23524.99
1048576,40,51.64,20305.23
2097152,20,140.72,14903.34
4194304,10,313.07,13397.51
8388608,5,935.16,8970.22
16777216,2,2457.69,6826.41
33554432,1,5503.56,6096.86
67108864,1,11171.39,6007.21
134217728,1,22374.19,5998.78
268435456,1,44745.46,5999.17
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.11
2,1000,0.20,10.22
4,1000,0.20,20.43
8,1000,0.20,40.37
16,1000,0.20,80.17
32,1000,0.24,132.61
64,1000,0.24,267.36
128,1000,0.32,397.05
256,1000,0.37,694.66
512,1000,0.41,1251.81
1024,1000,0.50,2044.43
2048,1000,0.77,2673.04
4096,1000,1.15,3572.65
8192,1000,1.89,4326.57
16384,1000,2.98,5498.68
32768,1000,4.85,6758.52
65536,640,8.45,7754.86
131072,320,15.37,8526.26
262144,160,12.62,20773.14
524288,80,22.29,23524.89
1048576,40,51.49,20363.63
2097152,20,139.61,15021.96
4194304,10,309.88,13535.13
8388608,5,944.47,8881.83
16777216,2,2455.42,6832.72
33554432,1,5473.73,6130.09
67108864,1,11172.91,6006.39
134217728,1,22356.26,6003.58
268435456,1,44672.03,6009.03
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.83
2,1000,0.21,9.60
4,1000,0.21,19.23
8,1000,0.21,38.40
16,1000,0.21,77.50
32,1000,0.24,133.45
64,1000,0.24,269.42
128,1000,0.33,382.26
256,1000,0.37,694.18
512,1000,0.40,1275.31
1024,1000,0.49,2105.76
2048,1000,0.76,2677.33
4096,1000,1.14,3578.58
8192,1000,1.90,4308.54
16384,1000,2.99,5481.25
32768,1000,4.86,6746.39
65536,640,8.44,7765.95
131072,320,15.30,8569.42
262144,160,12.60,20799.80
524288,80,22.31,23501.18
1048576,40,52.90,19823.39
2097152,20,139.43,15040.47
4194304,10,313.05,13398.25
8388608,5,934.80,8973.67
16777216,2,2443.26,6866.73
33554432,1,5484.32,6118.25
67108864,1,11145.86,6020.97
134217728,1,22358.73,6002.92
268435456,1,44654.73,6011.36
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.94
2,1000,0.21,9.75
4,1000,0.20,19.66
8,1000,0.20,40.23
16,1000,0.20,79.64
32,1000,0.24,133.67
64,1000,0.24,266.04
128,1000,0.33,388.52
256,1000,0.35,721.13
512,1000,0.40,1293.00
1024,1000,0.49,2096.09
2048,1000,0.76,2684.12
4096,1000,1.15,3577.21
8192,1000,1.89,4328.29
16384,1000,2.99,5478.48
32768,1000,4.87,6731.80
65536,640,8.47,7739.51
131072,320,15.32,8557.22
262144,160,12.63,20756.29
524288,80,22.30,23509.42
1048576,40,51.86,20219.97
2097152,20,139.41,15043.11
4194304,10,312.69,13413.52
8388608,5,937.36,8949.14
16777216,2,2443.71,6865.47
33554432,1,5514.29,6085.00
67108864,1,11167.10,6009.52
134217728,1,22387.83,5995.12
268435456,1,44667.33,6009.66
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.85
2,1000,0.21,9.54
4,1000,0.20,19.58
8,1000,0.20,39.17
16,1000,0.20,78.28
32,1000,0.24,133.70
64,1000,0.24,271.19
128,1000,0.31,416.69
256,1000,0.36,712.08
512,1000,0.41,1257.09
1024,1000,0.51,2025.90
2048,1000,0.76,2685.89
4096,1000,1.14,3591.02
8192,1000,1.89,4333.22
16384,1000,2.99,5481.30
32768,1000,4.86,6738.02
65536,640,8.46,7750.34
131072,320,15.34,8545.57
262144,160,12.62,20777.40
524288,80,22.41,23397.40
1048576,40,51.75,20261.76
2097152,20,138.85,15104.21
4194304,10,308.46,13597.37
8388608,5,936.92,8953.39
16777216,2,2438.31,6880.66
33554432,1,5520.40,6078.26
67108864,1,11157.33,6014.78
134217728,1,22345.60,6006.45
268435456,1,44649.32,6012.08
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.00
2,1000,0.20,10.09
4,1000,0.20,20.32
8,1000,0.20,40.97
16,1000,0.20,81.99
32,1000,0.24,135.52
64,1000,0.23,275.97
128,1000,0.32,403.94
256,1000,0.35,725.02
512,1000,0.40,1272.43
1024,1000,0.50,2068.39
2048,1000,0.76,2683.18
4096,1000,1.14,3582.71
8192,1000,1.90,4313.15
16384,1000,2.99,5477.89
32768,1000,4.85,6759.80
65536,640,8.44,7766.94
131072,320,15.33,8552.13
262144,160,12.61,20786.08
524288,80,22.32,23490.33
1048576,40,52.43,19997.92
2097152,20,139.96,14983.69
4194304,10,309.63,13546.31
8388608,5,939.64,8927.49
16777216,2,2455.11,6833.60
33554432,1,5492.42,6109.23
67108864,1,11135.98,6026.31
134217728,1,22365.35,6001.15
268435456,1,44667.63,6009.62
