#bytes,#repetitions,t[usec],Mbytes/sec
1048576,40,153.50,6831.06
2097152,20,296.47,7073.82
4194304,10,620.49,6759.62
8388608,5,1500.35,5591.11
16777216,2,3231.20,5192.25
33554432,1,6518.07,5147.91
67108864,1,13026.54,5151.70
134217728,1,25889.15,5184.32
268435456,1,51444.90,5217.92
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.87,0.00
1,1000,4.99,0.20
2,1000,5.00,0.40
4,1000,4.99,0.80
8,1000,4.98,1.61
16,1000,5.00,3.20
32,1000,4.99,6.41
64,1000,4.98,12.84
128,1000,5.09,25.16
256,1000,5.10,50.18
512,1000,5.16,99.24
1024,1000,5.69,179.98
2048,1000,5.56,368.53
4096,1000,6.43,636.93
8192,1000,6.83,1199.11
16384,1000,9.03,1814.33
32768,1000,14.56,2250.64
65536,640,28.74,2280.53
131072,320,41.08,3190.33
262144,160,58.62,4471.72
524288,80,90.59,5787.54
1048576,40,154.06,6806.19
2097152,20,295.50,7096.89
4194304,10,617.31,6794.51
8388608,5,1499.96,5592.56
16777216,2,3236.84,5183.21
33554432,1,6513.00,5151.92
67108864,1,12977.78,5171.06
134217728,1,25910.37,5180.08
268435456,1,51479.16,5214.45
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.88,0.00
1,1000,4.92,0.20
2,1000,4.92,0.41
4,1000,4.92,0.81
8,1000,4.93,1.62
16,1000,4.91,3.26
32,1000,4.93,6.49
64,1000,4.96,12.91
128,1000,5.04,25.42
256,1000,5.08,50.36
512,1000,5.15,99.44
1024,1000,5.73,178.68
2048,1000,5.52,370.69
4096,1000,6.42,637.64
8192,1000,6.86,1194.90
16384,1000,9.04,1813.14
32768,1000,14.63,2240.12
65536,640,28.67,2285.63
131072,320,41.01,3195.87
262144,160,58.72,4464.14
524288,80,91.63,5721.91
1048576,40,153.07,6850.32
2097152,20,295.92,7086.97
4194304,10,618.09,6785.88
8388608,5,1498.27,5598.85
16777216,2,3242.30,5174.48
33554432,1,6519.03,5147.15
67108864,1,13019.56,5154.46
134217728,1,25916.63,5178.83
268435456,1,51446.08,5217.80
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.87,0.00
1,1000,4.91,0.20
2,1000,4.92,0.41
4,1000,4.92,0.81
8,1000,4.92,1.63
16,1000,4.91,3.26
32,1000,4.90,6.53
64,1000,4.91,13.02
128,1000,5.00,25.59
256,1000,5.04,50.84
512,1000,5.09,100.52
1024,1000,5.71,179.18
2048,1000,5.56,368.36
4096,1000,6.45,635.07
8192,1000,6.78,1207.54
16384,1000,8.99,1822.87
32768,1000,14.68,2231.67
65536,640,28.72,2281.52
131072,320,40.83,3210.35
262144,160,58.33,4494.10
524288,80,91.24,5746.48
1048576,40,153.39,6835.90
2097152,20,295.70,7092.28
4194304,10,621.53,6748.40
8388608,5,1499.53,5594.15
16777216,2,3237.95,5181.42
33554432,1,6486.60,5172.89
67108864,1,13005.01,5160.23
134217728,1,25893.26,5183.50
268435456,1,51379.63,5224.55
