#bytes,#repetitions,t[usec],Mbytes/sec
16777216,2,5338.16,3142.89
33554432,1,10823.95,3100.02
67108864,1,21642.43,3100.80
134217728,1,43164.90,3109.42
268435456,1,85872.39,3125.98
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.69,0.00
1,1000,8.77,0.11
2,1000,8.80,0.23
4,1000,8.81,0.45
8,1000,8.82,0.91
16,1000,8.79,1.82
32,1000,8.80,3.64
64,1000,8.82,7.25
128,1000,9.14,14.01
256,1000,9.20,27.83
512,1000,9.21,55.60
1024,1000,10.34,99.00
2048,1000,9.72,210.79
4096,1000,11.64,351.88
8192,1000,12.30,665.87
16384,1000,16.88,970.36
32768,1000,27.10,1209.37
65536,640,61.95,1057.89
131072,320,91.76,1428.42
262144,160,134.68,1946.40
524288,80,207.03,2532.44
1048576,40,356.43,2941.85
2097152,20,673.56,3113.53
4194304,10,1331.24,3150.68
8388608,5,2618.25,3203.90
16777216,2,5371.56,3123.34
33554432,1,10917.82,3073.36
67108864,1,21561.46,3112.45
134217728,1,42662.22,3146.06
268435456,1,85534.51,3138.33
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.76,0.00
1,1000,8.92,0.11
2,1000,8.92,0.22
4,1000,8.88,0.45
8,1000,8.91,0.90
16,1000,8.88,1.80
32,1000,8.91,3.59
64,1000,8.94,7.16
128,1000,9.25,13.83
256,1000,9.29,27.55
512,1000,9.21,55.59
1024,1000,10.29,99.50
2048,1000,9.75,210.03
4096,1000,11.61,352.73
8192,1000,12.51,654.85
16384,1000,16.99,964.09
32768,1000,27.17,1206.00
65536,640,62.94,1041.20
131072,320,88.48,1481.31
262144,160,136.49,1920.56
524288,80,207.74,2523.73
1048576,40,358.15,2927.75
2097152,20,675.42,3104.94
4194304,10,1344.10,3120.53
8388608,5,2633.72,3185.08
16777216,2,5366.78,3126.12
33554432,1,10845.37,3093.89
67108864,1,21444.67,3129.40
134217728,1,43149.86,3110.50
268435456,1,85961.42,3122.74
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.71,0.00
1,1000,8.87,0.11
2,1000,8.85,0.23
4,1000,8.88,0.45
8,1000,8.90,0.90
16,1000,8.86,1.81
32,1000,8.93,3.58
64,1000,8.89,7.20
128,1000,9.24,13.85
256,1000,9.24,27.71
512,1000,9.34,54.79
1024,1000,10.20,100.36
2048,1000,9.78,209.44
4096,1000,11.60,353.03
8192,1000,12.56,652.00
16384,1000,16.81,974.64
32768,1000,26.73,1226.00
65536,640,62.90,1041.98
131072,320,92.67,1414.35
262144,160,136.29,1923.43
524288,80,208.06,2519.88
1048576,40,358.96,2921.14
2097152,20,676.58,3099.65
4194304,10,1339.71,3130.76
8388608,5,2631.71,3187.52
16777216,2,5396.61,3108.84
33554432,1,10931.44,3069.54
67108864,1,21523.68,3117.91
134217728,1,43119.04,3112.73
268435456,1,85770.07,3129.71
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.91,0.00
1,1000,9.09,0.11
2,1000,9.02,0.22
4,1000,9.08,0.44
8,1000,9.04,0.88
16,1000,9.04,1.77
32,1000,9.04,3.54
64,1000,9.03,7.08
128,1000,9.39,13.63
256,1000,9.42,27.18
512,1000,9.49,53.98
1024,1000,10.28,99.61
2048,1000,9.95,205.77
4096,1000,11.61,352.76
8192,1000,12.71,644.64
16384,1000,16.90,969.38
32768,1000,27.08,1210.19
65536,640,62.75,1044.45
131072,320,92.39,1418.67
262144,160,136.44,1921.33
524288,80,208.34,2516.54
1048576,40,359.76,2914.69
2097152,20,675.72,3103.59
4194304,10,1340.48,3128.95
8388608,5,2648.76,3166.99
16777216,2,5382.13,3117.21
33554432,1,10916.97,3073.60
67108864,1,21491.57,3122.57
134217728,1,43060.34,3116.97
268435456,1,85833.28,3127.41
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.64,0.00
1,1000,8.79,0.11
2,1000,8.77,0.23
4,1000,8.80,0.45
8,1000,8.82,0.91
16,1000,8.79,1.82
32,1000,8.78,3.65
64,1000,8.77,7.29
128,1000,9.14,14.01
256,1000,9.15,27.97
512,1000,9.24,55.42
1024,1000,10.11,101.31
2048,1000,9.70,211.04
4096,1000,11.44,357.96
8192,1000,12.46,657.26
16384,1000,16.82,974.14
32768,1000,27.03,1212.39
65536,640,62.52,1048.18
131072,320,91.19,1437.36
262144,160,134.87,1943.66
524288,80,207.75,2523.67
1048576,40,357.75,2931.06
2097152,20,676.33,3100.78
4194304,10,1341.50,3126.58
8388608,5,2643.78,3172.96
16777216,2,5368.05,3125.38
33554432,1,10774.72,3114.18
67108864,1,21557.69,3112.99
134217728,1,42726.48,3141.32
268435456,1,85691.96,3132.56
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.80,0.00
1,1000,8.94,0.11
2,1000,8.95,0.22
4,1000,9.00,0.44
8,1000,8.99,0.89
16,1000,8.92,1.79
32,1000,8.95,3.58
64,1000,9.01,7.10
128,1000,9.29,13.78
256,1000,9.28,27.58
512,1000,9.41,54.39
1024,1000,10.29,99.56
2048,1000,9.88,207.20
4096,1000,11.61,352.90
8192,1000,12.67,646.70
16384,1000,16.98,964.89
32768,1000,27.15,1206.93
65536,640,61.69,1062.40
131072,320,93.86,1396.47
262144,160,134.48,1949.28
524288,80,206.86,2534.56
1048576,40,355.93,2946.04
2097152,20,673.00,3116.12
4194304,10,1334.05,3144.04
8388608,5,2624.89,3195.80
16777216,2,5366.94,3126.03
33554432,1,10805.19,3105.40
67108864,1,21391.42,3137.19
134217728,1,42911.82,3127.76
268435456,1,85799.26,3128.65
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.36,0.00
1,1000,8.46,0.12
2,1000,8.46,0.24
4,1000,8.48,0.47
8,1000,8.48,0.94
16,1000,8.47,1.89
32,1000,8.47,3.78
64,1000,8.48,7.55
128,1000,8.81,14.54
256,1000,8.80,29.08
512,1000,8.95,57.18
1024,1000,10.31,99.33
2048,1000,9.49,215.80
4096,1000,11.61,352.89
8192,1000,12.16,673.71
16384,1000,16.76,977.37
32768,1000,27.22,1203.65
65536,640,62.77,1043.99
131072,320,89.01,1472.56
262144,160,135.95,1928.20
524288,80,206.97,2533.11
1048576,40,356.73,2939.38
2097152,20,677.23,3096.66
4194304,10,1342.85,3123.43
8388608,5,2657.61,3156.45
16777216,2,5352.14,3134.67
33554432,1,10799.03,3107.17
67108864,1,21455.52,3127.81
134217728,1,43046.43,3117.98
268435456,1,86388.08,3107.32
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.39,0.00
1,1000,8.52,0.12
2,1000,8.53,0.23
4,1000,8.56,0.47
8,1000,8.66,0.92
16,1000,8.52,1.88
32,1000,8.54,3.75
64,1000,8.56,7.47
128,1000,8.87,14.43
256,1000,8.92,28.69
512,1000,8.96,57.14
1024,1000,10.14,100.98
2048,1000,9.44,217.01
4096,1000,11.51,356.00
8192,1000,12.20,671.30
16384,1000,16.76,977.47
32768,1000,26.83,1221.23
65536,640,61.99,1057.24
131072,320,90.67,1445.56
262144,160,134.61,1947.37
524288,80,206.64,2537.26
1048576,40,356.64,2940.12
2097152,20,672.81,3117.03
4194304,10,1331.89,3149.14
8388608,5,2635.00,3183.53
16777216,2,5341.72,3140.79
33554432,1,10841.53,3094.99
67108864,1,21416.11,3133.57
134217728,1,42752.43,3139.42
268435456,1,85388.04,3143.71
