#bytes,#repetitions,t[usec],Mbytes/sec
512,1000,5.16,99.22
1024,1000,5.80,176.55
2048,1000,5.56,368.13
4096,1000,6.40,639.93
8192,1000,6.88,1191.32
16384,1000,8.95,1830.30
32768,1000,14.30,2290.85
65536,640,29.78,2200.55
131072,320,44.10,2972.44
262144,160,62.35,4204.39
524288,80,98.43,5326.45
1048576,40,165.38,6340.33
2097152,20,325.21,6448.62
4194304,10,669.66,6263.36
8388608,5,1547.17,5421.90
16777216,2,3282.90,5110.48
33554432,1,6590.12,5091.63
67108864,1,13230.79,5072.17
134217728,1,26228.26,5117.29
268435456,1,52038.96,5158.36
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.91,0.00
1,1000,5.00,0.20
2,1000,4.99,0.40
4,1000,5.00,0.80
8,1000,4.99,1.60
16,1000,4.99,3.21
32,1000,5.00,6.40
64,1000,5.01,12.78
128,1000,5.06,25.28
256,1000,5.12,50.05
512,1000,5.16,99.21
1024,1000,5.79,176.87
2048,1000,5.55,368.86
4096,1000,6.44,635.57
8192,1000,6.95,1178.58
16384,1000,8.93,1834.63
32768,1000,14.49,2261.35
65536,640,29.98,2185.79
131072,320,44.09,2972.76
262144,160,62.43,4199.10
524288,80,98.24,5336.78
1048576,40,166.26,6306.76
2097152,20,324.58,6461.13
4194304,10,675.59,6208.35
8388608,5,1561.14,5373.37
16777216,2,3288.61,5101.61
33554432,1,6604.16,5080.80
67108864,1,13227.84,5073.30
134217728,1,26250.52,5112.96
268435456,1,51802.93,5181.86
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.92,0.00
1,1000,5.04,0.20
2,1000,5.03,0.40
4,1000,5.04,0.79
8,1000,5.03,1.59
16,1000,5.03,3.18
32,1000,5.02,6.38
64,1000,5.03,12.72
128,1000,5.11,25.05
256,1000,5.14,49.82
512,1000,5.17,98.95
1024,1000,5.83,175.69
2048,1000,5.56,368.11
4096,1000,6.48,632.06
8192,1000,6.96,1176.94
16384,1000,8.98,1824.19
32768,1000,14.52,2257.13
65536,640,30.04,2181.89
131072,320,44.32,2957.61
262144,160,62.35,4204.63
524288,80,98.47,5324.17
1048576,40,166.09,6313.36
2097152,20,325.06,6451.52
4194304,10,669.95,6260.67
8388608,5,1567.87,5350.30
16777216,2,3284.18,5108.50
33554432,1,6557.98,5116.58
67108864,1,13209.03,5080.53
134217728,1,26245.36,5113.96
268435456,1,52002.36,5161.99
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.89,0.00
1,1000,4.97,0.20
2,1000,4.96,0.40
4,1000,4.97,0.80
8,1000,4.97,1.61
16,1000,4.97,3.22
32,1000,4.97,6.44
64,1000,5.00,12.80
128,1000,5.05,25.33
256,1000,5.07,50.48
512,1000,5.12,100.04
1024,1000,5.73,178.85
2048,1000,5.51,371.39
4096,1000,6.38,642.13
8192,1000,6.84,1198.00
16384,1000,8.90,1841.87
32768,1000,14.18,2311.17
65536,640,29.81,2198.62
131072,320,44.11,2971.72
262144,160,62.69,4181.27
524288,80,98.30,5333.32
1048576,40,166.28,6306.01
2097152,20,325.94,6434.18
4194304,10,675.35,6210.56
8388608,5,1561.81,5371.06
16777216,2,3302.86,5079.60
33554432,1,6584.95,5095.63
67108864,1,13210.41,5080.00
134217728,1,26189.55,5124.86
268435456,1,51971.20,5165.08
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.97,0.00
1,1000,5.07,0.20
2,1000,5.06,0.40
4,1000,5.07,0.79
8,1000,5.07,1.58
16,1000,5.07,3.16
32,1000,5.10,6.28
64,1000,5.06,12.65
128,1000,5.12,24.98
256,1000,5.16,49.56
512,1000,5.19,98.57
1024,1000,5.84,175.42
2048,1000,5.58,366.73
4096,1000,6.46,634.45
8192,1000,6.94,1180.61
16384,1000,8.99,1821.48
32768,1000,14.34,2284.49
65536,640,29.85,2195.22
131072,320,43.96,2981.80
262144,160,62.42,4199.86
524288,80,98.19,5339.74
1048576,40,165.47,6336.79
2097152,20,324.24,6467.96
4194304,10,672.49,6237.00
8388608,5,1560.45,5375.75
16777216,2,3261.38,5144.21
33554432,1,6619.89,5068.73
67108864,1,13133.02,5109.93
134217728,1,26248.34,5113.38
268435456,1,51985.28,5163.68
