#bytes,#repetitions,t[usec],Mbytes/sec
16384,1000,3.02,5419.99
32768,1000,4.85,6756.99
65536,640,8.19,7998.47
131072,320,14.71,8910.70
262144,160,14.14,18537.89
524288,80,26.36,19887.68
1048576,40,60.47,17340.45
2097152,20,158.82,13204.37
4194304,10,359.22,11676.22
8388608,5,1014.41,8269.48
16777216,2,2612.23,6422.57
33554432,1,5828.28,5757.17
67108864,1,11949.81,5615.90
134217728,1,23978.15,5597.50
268435456,1,47189.31,5688.48
