#bytes,#repetitions,t[usec],Mbytes/sec
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.44,2.28
2,1000,0.43,4.65
4,1000,0.43,9.31
8,1000,0.43,18.57
16,1000,0.43,37.24
32,1000,0.58,55.05
64,1000,0.59,107.68
128,1000,1.08,119.03
256,1000,1.12,229.54
512,1000,1.22,420.91
1024,1000,1.44,711.18
2048,1000,2.11,972.54
4096,1000,2.97,1378.06
8192,1000,4.70,1742.72
16384,1000,7.24,2263.98
32768,1000,12.75,2570.07
65536,640,23.51,2787.75
131072,320,43.87,2987.51
262144,160,14.75,17777.16
524288,80,26.68,19651.73
1048576,40,61.80,16967.22
2097152,20,163.66,12813.76
4194304,10,362.07,11584.19
8388608,5,801.59,10465.02
16777216,2,2537.72,6611.13
33554432,1,6985.79,4803.24
67108864,1,14462.68,4640.14
134217728,1,28955.72,4635.27
268435456,1,57965.96,4630.92
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.34
2,1000,0.43,4.70
4,1000,0.43,9.36
8,1000,0.42,18.86
16,1000,0.43,37.55
32,1000,0.57,55.88
64,1000,0.59,109.39
128,1000,1.08,118.86
256,1000,1.10,232.22
512,1000,1.22,419.22
1024,1000,1.43,718.40
2048,1000,2.09,979.51
4096,1000,2.95,1388.53
8192,1000,4.69,1747.89
16384,1000,7.22,2268.63
32768,1000,12.82,2555.80
65536,640,23.84,2748.49
131072,320,45.16,2902.22
262144,160,14.75,17768.53
524288,80,26.44,19826.43
1048576,40,62.28,16836.86
2097152,20,163.71,12810.49
4194304,10,360.58,11632.14
8388608,5,781.69,10731.31
16777216,2,2539.37,6606.84
33554432,1,6939.69,4835.15
67108864,1,14424.50,4652.42
134217728,1,28891.29,4645.61
268435456,1,57789.62,4645.05
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.32
2,1000,0.43,4.63
4,1000,0.43,9.25
8,1000,0.43,18.47
16,1000,0.43,37.00
32,1000,0.57,56.25
64,1000,0.58,110.32
128,1000,1.00,128.13
256,1000,1.07,239.29
512,1000,1.19,429.79
1024,1000,1.45,704.18
2048,1000,2.07,989.63
4096,1000,2.94,1394.75
8192,1000,4.63,1770.29
16384,1000,7.20,2277.08
32768,1000,12.66,2588.52
65536,640,23.45,2794.89
131072,320,42.44,3088.41
262144,160,14.80,17713.27
524288,80,26.66,19669.05
1048576,40,62.11,16881.87
2097152,20,163.33,12839.72
4194304,10,358.99,11683.54
8388608,5,798.44,10506.27
16777216,2,2495.34,6723.41
33554432,1,6943.25,4832.67
67108864,1,14406.23,4658.32
134217728,1,28908.44,4642.86
268435456,1,57812.01,4643.25
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.33
2,1000,0.43,4.65
4,1000,0.43,9.31
8,1000,0.43,18.68
16,1000,0.43,37.24
32,1000,0.57,56.41
64,1000,0.61,105.54
128,1000,1.04,123.30
256,1000,1.08,236.07
512,1000,1.20,425.19
1024,1000,1.45,705.49
2048,1000,2.09,979.45
4096,1000,2.95,1387.52
8192,1000,4.66,1756.46
16384,1000,7.09,2309.52
32768,1000,12.72,2576.86
65536,640,24.03,2727.39
131072,320,45.17,2901.68
262144,160,14.78,17735.21
524288,80,26.92,19473.37
1048576,40,61.40,17077.71
2097152,20,163.81,12801.98
4194304,10,359.66,11661.72
8388608,5,795.88,10539.99
16777216,2,2541.24,6601.99
33554432,1,6961.97,4819.67
67108864,1,14400.89,4660.05
134217728,1,28886.30,4646.42
268435456,1,57815.01,4643.01
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.32
2,1000,0.43,4.65
4,1000,0.43,9.33
8,1000,0.43,18.75
16,1000,0.43,37.51
32,1000,0.57,56.24
64,1000,0.61,105.10
128,1000,0.99,129.06
256,1000,1.05,243.72
512,1000,1.18,434.59
1024,1000,1.49,688.78
2048,1000,2.07,987.78
4096,1000,2.94,1392.62
8192,1000,4.62,1772.84
16384,1000,7.16,2289.63
32768,1000,12.60,2601.04
65536,640,23.06,2841.70
131072,320,43.27,3029.27
262144,160,14.75,17772.79
524288,80,26.33,19909.43
1048576,40,59.93,17496.36
2097152,20,161.83,12958.73
4194304,10,356.21,11774.86
8388608,5,793.30,10574.29
16777216,2,2499.76,6711.53
33554432,1,6916.10,4851.64
67108864,1,14367.61,4670.84
134217728,1,28864.92,4649.86
268435456,1,57765.96,4646.95
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.45,2.20
2,1000,0.42,4.72
4,1000,0.42,9.44
8,1000,0.43,18.82
16,1000,0.42,37.70
32,1000,0.57,55.81
64,1000,0.60,106.32
128,1000,1.09,117.03
256,1000,1.11,231.40
512,1000,1.20,427.06
1024,1000,1.48,693.62
2048,1000,2.09,981.35
4096,1000,2.94,1391.26
8192,1000,4.67,1755.95
16384,1000,7.21,2273.53
32768,1000,13.05,2511.83
65536,640,23.80,2753.84
131072,320,44.33,2956.60
262144,160,14.81,17700.47
524288,80,26.51,19780.12
1048576,40,61.91,16936.96
2097152,20,162.52,12904.12
4194304,10,362.65,11565.85
8388608,5,796.07,10537.58
16777216,2,2506.01,6694.79
33554432,1,6923.72,4846.30
67108864,1,14419.67,4653.98
134217728,1,28926.69,4639.93
268435456,1,57838.20,4641.15
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.32
2,1000,0.43,4.67
4,1000,0.43,9.38
8,1000,0.43,18.73
16,1000,0.43,37.46
32,1000,0.57,55.83
64,1000,0.60,107.37
128,1000,1.06,120.25
256,1000,1.12,228.53
512,1000,1.22,419.98
1024,1000,1.45,703.97
2048,1000,2.09,981.74
4096,1000,2.96,1382.81
8192,1000,4.64,1763.79
16384,1000,7.04,2328.27
32768,1000,12.58,2604.32
65536,640,23.80,2753.62
131072,320,43.01,3047.18
262144,160,14.73,17799.75
524288,80,26.89,19495.54
1048576,40,62.51,16773.47
2097152,20,164.15,12775.54
4194304,10,359.85,11655.83
8388608,5,787.10,10657.66
16777216,2,2521.71,6653.11
33554432,1,6957.97,4822.45
67108864,1,14427.04,4651.60
134217728,1,28884.57,4646.69
268435456,1,57772.94,4646.39
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.43,2.34
2,1000,0.42,4.71
4,1000,0.43,9.40
8,1000,0.43,18.79
16,1000,0.43,37.54
32,1000,0.58,55.20
64,1000,0.60,107.50
128,1000,1.05,121.66
256,1000,1.12,229.14
512,1000,1.20,428.34
1024,1000,1.48,690.43
2048,1000,2.07,989.16
4096,1000,2.94,1391.13
8192,1000,4.65,1761.92
16384,1000,7.19,2278.90
32768,1000,12.80,2560.47
65536,640,23.73,2761.89
131072,320,44.23,2963.16
262144,160,14.93,17553.51
524288,80,27.32,19193.32
1048576,40,61.58,17028.78
2097152,20,163.01,12865.40
4194304,10,360.46,11635.89
8388608,5,790.47,10612.22
16777216,2,2497.38,6717.92
33554432,1,6934.46,4838.79
67108864,1,14387.36,4664.43
134217728,1,28883.28,4646.90
268435456,1,57729.66,4649.87
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.46,2.19
2,1000,0.43,4.65
4,1000,0.43,9.31
8,1000,0.43,18.62
16,1000,0.43,37.26
32,1000,0.57,55.67
64,1000,0.58,109.57
128,1000,1.04,123.13
256,1000,1.08,236.42
512,1000,1.19,428.66
1024,1000,1.48,691.37
2048,1000,2.07,988.11
4096,1000,2.94,1393.89
8192,1000,4.65,1762.54
16384,1000,7.19,2278.29
32768,1000,12.81,2557.92
65536,640,23.32,2810.56
131072,320,42.97,3050.37
262144,160,14.79,17726.08
524288,80,26.68,19651.96
1048576,40,60.88,17222.47
2097152,20,162.59,12898.10
4194304,10,359.15,11678.48
8388608,5,796.97,10525.62
16777216,2,2527.77,6637.16
33554432,1,6953.98,4825.21
67108864,1,14391.99,4662.93
134217728,1,28857.20,4651.10
268435456,1,57754.29,4647.89
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.32
2,1000,0.43,4.65
4,1000,0.43,9.30
8,1000,0.43,18.59
16,1000,0.43,37.15
32,1000,0.57,55.98
64,1000,0.59,109.04
128,1000,1.06,120.22
256,1000,1.10,233.11
512,1000,1.21,423.36
1024,1000,1.43,718.22
2048,1000,2.08,984.48
4096,1000,2.94,1392.01
8192,1000,4.66,1759.50
16384,1000,7.22,2268.25
32768,1000,12.64,2592.36
65536,640,23.63,2773.03
131072,320,44.32,2957.10
262144,160,14.46,18129.44
524288,80,26.48,19801.91
1048576,40,61.46,17061.30
2097152,20,161.74,12966.41
4194304,10,357.79,11722.75
8388608,5,791.77,10594.69
16777216,2,2520.09,6657.38
33554432,1,6929.14,4842.51
67108864,1,14362.83,4672.40
134217728,1,28832.25,4655.12
268435456,1,57681.03,4653.79
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.34
2,1000,0.43,4.66
4,1000,0.43,9.32
8,1000,0.43,18.76
16,1000,0.43,37.26
32,1000,0.58,55.26
64,1000,0.58,111.21
128,1000,1.08,118.66
256,1000,1.15,222.84
512,1000,1.22,419.68
1024,1000,1.46,701.26
2048,1000,2.10,974.46
4096,1000,2.96,1384.79
8192,1000,4.67,1755.37
16384,1000,7.07,2317.89
32768,1000,12.59,2603.04
65536,640,23.76,2757.89
131072,320,44.09,2972.58
262144,160,14.86,17637.90
524288,80,26.90,19490.98
1048576,40,61.84,16955.87
2097152,20,170.81,12277.42
4194304,10,359.26,11674.72
8388608,5,791.43,10599.29
16777216,2,2507.12,6691.83
33554432,1,6940.44,4834.62
67108864,1,14411.69,4656.56
134217728,1,28881.43,4647.20
268435456,1,57758.19,4647.57
